# OpenSignals Text File Format
# {"CC:78:AB:5E:8E:CE":{"sensor":["RAW"],"device name":"CC:78:AB:5E:8E:CE","column":["nSeq","I1","I2","O1","O2","A1"],"sync interval":2,"time":"12:18:58","comments":"","device connection":"BLECC:78:AB:5E:8E:CE","channels":[1],"date":"2022-04-28","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":100,"label":["A1"],"resolution":[10],"special":[{}]}}
# EndOfHeader
0	0	0	0	0	371
1	0	0	0	0	625
2	0	0	0	0	396
3	0	0	0	0	649
4	0	0	0	0	372
5	0	0	0	0	631
6	0	0	0	0	364
7	0	0	0	0	652
8	0	0	0	0	372
9	0	0	0	0	633
10	0	0	0	0	385
11	0	0	0	0	641
12	0	0	0	0	378
13	0	0	0	0	632
14	0	0	0	0	394
15	0	0	0	0	641
0	0	0	0	0	371
1	0	0	0	0	624
2	0	0	0	0	373
3	0	0	0	0	654
4	0	0	0	0	381
5	0	0	0	0	633
6	0	0	0	0	367
7	0	0	0	0	623
8	0	0	0	0	385
9	0	0	0	0	666
10	0	0	0	0	367
11	0	0	0	0	614
12	0	0	0	0	377
13	0	0	0	0	648
14	0	0	0	0	379
15	0	0	0	0	623
0	0	0	0	0	409
1	0	0	0	0	641
2	0	0	0	0	381
3	0	0	0	0	617
4	0	0	0	0	377
5	0	0	0	0	653
6	0	0	0	0	376
7	0	0	0	0	644
8	0	0	0	0	369
9	0	0	0	0	645
10	0	0	0	0	358
11	0	0	0	0	647
12	0	0	0	0	353
13	0	0	0	0	643
14	0	0	0	0	385
15	0	0	0	0	644
0	0	0	0	0	390
1	0	0	0	0	655
2	0	0	0	0	383
3	0	0	0	0	619
4	0	0	0	0	360
5	0	0	0	0	642
6	0	0	0	0	372
7	0	0	0	0	674
8	0	0	0	0	359
9	0	0	0	0	710
10	0	0	0	0	380
11	0	0	0	0	642
12	0	0	0	0	398
13	0	0	0	0	643
14	0	0	0	0	371
15	0	0	0	0	647
0	0	0	0	0	374
1	0	0	0	0	614
2	0	0	0	0	381
3	0	0	0	0	636
4	0	0	0	0	385
5	0	0	0	0	651
6	0	0	0	0	363
7	0	0	0	0	728
8	0	0	0	0	335
9	0	0	0	0	644
10	0	0	0	0	360
11	0	0	0	0	662
12	0	0	0	0	375
13	0	0	0	0	652
14	0	0	0	0	382
15	0	0	0	0	667
