# OpenSignals Text File Format
# {"CC:78:AB:5E:8E:CE":{"sensor":["RAW"],"device name":"CC:78:AB:5E:8E:CE","column":["nSeq","I1","I2","O1","O2","A1"],"sync interval":2,"time":"12:15:25","comments":"","device connection":"BLECC:78:AB:5E:8E:CE","channels":[1],"date":"2022-04-28","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":100,"label":["A1"],"resolution":[10],"special":[{}]}}
# EndOfHeader
0	0	0	0	0	495
1	0	0	0	0	510
2	0	0	0	0	499
3	0	0	0	0	636
4	0	0	0	0	445
5	0	0	0	0	544
6	0	0	0	0	448
7	0	0	0	0	563
8	0	0	0	0	456
9	0	0	0	0	542
10	0	0	0	0	434
11	0	0	0	0	536
12	0	0	0	0	445
13	0	0	0	0	523
14	0	0	0	0	384
15	0	0	0	0	556
0	0	0	0	0	504
1	0	0	0	0	562
2	0	0	0	0	445
3	0	0	0	0	552
4	0	0	0	0	478
5	0	0	0	0	515
6	0	0	0	0	473
7	0	0	0	0	537
8	0	0	0	0	446
9	0	0	0	0	520
10	0	0	0	0	489
11	0	0	0	0	509
12	0	0	0	0	473
13	0	0	0	0	501
14	0	0	0	0	478
15	0	0	0	0	558
0	0	0	0	0	480
1	0	0	0	0	545
2	0	0	0	0	464
3	0	0	0	0	526
4	0	0	0	0	450
5	0	0	0	0	554
6	0	0	0	0	507
7	0	0	0	0	555
8	0	0	0	0	490
9	0	0	0	0	545
10	0	0	0	0	490
11	0	0	0	0	531
12	0	0	0	0	427
13	0	0	0	0	536
14	0	0	0	0	479
15	0	0	0	0	556
0	0	0	0	0	476
1	0	0	0	0	658
2	0	0	0	0	422
3	0	0	0	0	528
4	0	0	0	0	471
5	0	0	0	0	562
6	0	0	0	0	453
7	0	0	0	0	557
8	0	0	0	0	507
9	0	0	0	0	538
10	0	0	0	0	440
11	0	0	0	0	656
12	0	0	0	0	497
13	0	0	0	0	527
14	0	0	0	0	455
15	0	0	0	0	555
0	0	0	0	0	465
1	0	0	0	0	558
2	0	0	0	0	476
3	0	0	0	0	557
4	0	0	0	0	460
5	0	0	0	0	527
6	0	0	0	0	439
7	0	0	0	0	550
8	0	0	0	0	467
9	0	0	0	0	554
10	0	0	0	0	470
11	0	0	0	0	624
12	0	0	0	0	468
13	0	0	0	0	544
14	0	0	0	0	489
15	0	0	0	0	557
0	0	0	0	0	466
1	0	0	0	0	519
2	0	0	0	0	448
3	0	0	0	0	598
4	0	0	0	0	435
5	0	0	0	0	562
6	0	0	0	0	464
7	0	0	0	0	558
8	0	0	0	0	463
9	0	0	0	0	508
10	0	0	0	0	441
11	0	0	0	0	552
12	0	0	0	0	448
13	0	0	0	0	559
14	0	0	0	0	476
15	0	0	0	0	580
0	0	0	0	0	469
1	0	0	0	0	436
2	0	0	0	0	455
3	0	0	0	0	578
4	0	0	0	0	340
5	0	0	0	0	565
6	0	0	0	0	494
7	0	0	0	0	558
8	0	0	0	0	466
9	0	0	0	0	539
10	0	0	0	0	477
11	0	0	0	0	552
12	0	0	0	0	505
13	0	0	0	0	581
14	0	0	0	0	493
15	0	0	0	0	574
0	0	0	0	0	469
1	0	0	0	0	518
2	0	0	0	0	496
3	0	0	0	0	520
4	0	0	0	0	414
5	0	0	0	0	579
6	0	0	0	0	457
7	0	0	0	0	531
8	0	0	0	0	476
9	0	0	0	0	552
10	0	0	0	0	456
11	0	0	0	0	550
12	0	0	0	0	466
13	0	0	0	0	611
14	0	0	0	0	462
15	0	0	0	0	558
0	0	0	0	0	436
1	0	0	0	0	513
2	0	0	0	0	437
3	0	0	0	0	534
4	0	0	0	0	500
5	0	0	0	0	565
6	0	0	0	0	495
7	0	0	0	0	549
8	0	0	0	0	566
9	0	0	0	0	541
10	0	0	0	0	513
11	0	0	0	0	545
12	0	0	0	0	466
13	0	0	0	0	552
14	0	0	0	0	466
15	0	0	0	0	569
0	0	0	0	0	429
1	0	0	0	0	611
2	0	0	0	0	435
3	0	0	0	0	556
4	0	0	0	0	465
5	0	0	0	0	551
6	0	0	0	0	517
7	0	0	0	0	527
8	0	0	0	0	445
9	0	0	0	0	549
10	0	0	0	0	466
11	0	0	0	0	556
12	0	0	0	0	441
13	0	0	0	0	546
14	0	0	0	0	515
15	0	0	0	0	559
0	0	0	0	0	461
1	0	0	0	0	566
2	0	0	0	0	465
3	0	0	0	0	555
4	0	0	0	0	464
5	0	0	0	0	512
6	0	0	0	0	427
7	0	0	0	0	567
8	0	0	0	0	430
9	0	0	0	0	563
10	0	0	0	0	465
11	0	0	0	0	534
12	0	0	0	0	424
13	0	0	0	0	535
14	0	0	0	0	451
15	0	0	0	0	564
0	0	0	0	0	463
1	0	0	0	0	561
2	0	0	0	0	448
3	0	0	0	0	546
4	0	0	0	0	473
5	0	0	0	0	504
6	0	0	0	0	476
7	0	0	0	0	536
8	0	0	0	0	464
9	0	0	0	0	586
10	0	0	0	0	437
11	0	0	0	0	504
12	0	0	0	0	480
13	0	0	0	0	552
14	0	0	0	0	452
15	0	0	0	0	560
0	0	0	0	0	512
1	0	0	0	0	528
2	0	0	0	0	463
3	0	0	0	0	560
4	0	0	0	0	489
5	0	0	0	0	560
6	0	0	0	0	468
7	0	0	0	0	590
8	0	0	0	0	381
9	0	0	0	0	654
10	0	0	0	0	454
11	0	0	0	0	559
12	0	0	0	0	466
13	0	0	0	0	557
14	0	0	0	0	456
15	0	0	0	0	540
0	0	0	0	0	503
1	0	0	0	0	528
2	0	0	0	0	542
3	0	0	0	0	553
4	0	0	0	0	461
5	0	0	0	0	561
6	0	0	0	0	467
7	0	0	0	0	589
8	0	0	0	0	389
9	0	0	0	0	509
10	0	0	0	0	469
11	0	0	0	0	558
12	0	0	0	0	468
13	0	0	0	0	542
14	0	0	0	0	500
15	0	0	0	0	743
0	0	0	0	0	472
1	0	0	0	0	545
2	0	0	0	0	471
3	0	0	0	0	560
4	0	0	0	0	470
5	0	0	0	0	519
6	0	0	0	0	378
7	0	0	0	0	536
8	0	0	0	0	462
9	0	0	0	0	559
10	0	0	0	0	487
11	0	0	0	0	559
12	0	0	0	0	458
13	0	0	0	0	518
